Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
System Operations,2021,02/28/2021,12:42 PM,02/28/2021,1:22 PM,Texas:,TRE,0,0,
Cyber Event,2021,03/01/2021,10:06 AM,03/09/2021,12:00 PM,New York: Greene County;,NPCC,0,0,
Severe Weather,2021,03/01/2021,10:45 PM,03/02/2021,6:35 PM,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,Unknown,69260,
Vandalism,2021,03/01/2021,1:06 PM,03/01/2021,1:07 PM,Texas: Nueces County;,TRE,0,0,
System Operations,2021,03/02/2021,1:03 PM,03/02/2021,1:38 PM,Kentucky:,SERC,0,0,
System Operations,2021,03/05/2021,2:30 PM,03/05/2021,3:00 PM,Indiana: Hamilton County;,RF,0,0,
Severe Weather,2021,03/06/2021,3:21 AM,03/06/2021,4:07 AM,California: Tuolumne County;,WECC,22,24000,
Vandalism,2021,03/08/2021,4:36 AM,03/08/2021,4:37 AM,Washington: Yakima County;,WECC,0,0,
Suspicious Activity,2021,03/08/2021,8:54 AM,03/08/2021,8:55 AM,Oregon: Multnomah County;,WECC,0,0,
Vandalism,2021,03/11/2021,8:10 AM,03/11/2021,1:00 PM,Washington:,WECC,0,0,
Transmission Interruption,2021,03/17/2021,6:27 AM,03/17/2021,8:27 AM,Pennsylvania:,RF,43,7381,
Severe Weather,2021,03/17/2021,6:15 AM,03/18/2021,12:00 PM,"Texas: Dallas County, Tarrant County;",TRE,Unknown,148000,
Vandalism,2021,03/18/2021,9:08 PM,03/19/2021,10:31 PM,Washington: Okanogan County;,WECC,4,916,
Vandalism,2021,03/19/2021,10:30 AM,03/19/2021,12:00 PM,Louisiana: Lafourche Parish;,SERC,Unknown,4200,
System Operations,2021,03/19/2021,7:11 PM,03/19/2021,7:59 PM,New Jersey:,RF,Unknown,Unknown,
System Operations,2021,03/19/2021,8:59 AM,03/19/2021,10:04 AM,Maine:,NPCC,0,0,
Suspicious Activity,2021,03/21/2021,4:01 AM,03/22/2021,9:37 AM,Minnesota: Hennepin County;,MRO,0,0,
Severe Weather,2021,03/29/2021,11:06 AM,Unknown,Unknown,Connecticut: Massachusetts: Maine: Vermont: Rhode Island: New Hampshire:,NPCC,Unknown,70000,
Vandalism,2021,03/29/2021,10:30 AM,Unknown,Unknown,New Mexico:,WECC,Unknown,0,
Transmission Interruption,2021,03/30/2021,4:18 PM,03/30/2021,8:21 PM,Texas: Hidalgo County;,TRE,0,0,
Vandalism,2021,04/06/2021,8:49 AM,04/06/2021,8:50 AM,Florida: Alachua County;,SERC,0,0,
Suspicious Activity,2021,04/07/2021,5:42 PM,04/07/2021,10:09 PM,Ohio: Lake County;,RF,0,0,
System Operations,2021,04/07/2021,10:18 AM,04/07/2021,11:20 AM,Texas:,TRE,0,0,
Suspicious Activity,2021,04/08/2021,4:51 AM,04/10/2021,8:00 PM,California:,WECC,0,0,
Vandalism,2021,04/09/2021,1:20 PM,04/10/2021,12:40 AM,Texas: Denton County;,TRE,0,0,
Actual Physical Attack,2021,04/12/2021,12:44 AM,04/12/2021,5:45 PM,Colorado: Larimer County;,WECC,0,0,
Suspicious Activity,2021,04/13/2021,9:00 AM,04/13/2021,10:00 AM,Texas: Cameron County;,TRE,0,0,
Severe Weather,2021,04/13/2021,4:49 PM,04/13/2021,8:30 PM,Texas:,TRE,0,0,
System Operations,2021,04/13/2021,12:37 AM,04/13/2021,4:19 AM,Wisconsin: Eau Claire County;,MRO,0,0,
System Operations,2021,04/14/2021,10:19 AM,04/14/2021,11:39 AM,District of Columbia: Delaware: Maryland: New Jersey: Pennsylvania:,RF,0,0,
Transmission Interruption,2021,04/21/2021,8:31 PM,04/21/2021,9:35 PM,Minnesota: Dakota County;,MRO,0,0,
System Operations,2021,04/21/2021,1:13 PM,04/21/2021,2:10 PM,Texas: Travis County;,TRE,0,0,
System Operations,2021,04/22/2021,4:43 PM,04/22/2021,5:14 PM,Wisconsin: Dane County;,MRO,0,0,
Fuel Supply Deficiency,2021,04/22/2021,5:15 AM,Unknown,Unknown,California:,WECC,0,0,
Suspicious Activity,2021,04/24/2021,10:08 PM,04/24/2021,11:41 PM,Texas: Cameron County;,TRE,0,0,
Severe Weather,2021,04/24/2021,9:00 PM,04/25/2021,10:43 AM,Alabama: Calhoun County; Georgia:,SERC,137,18860,
Vandalism,2021,04/25/2021,8:20 AM,Unknown,Unknown,Tennessee: Davidson County;,SERC,0,0,
System Operations,2021,04/26/2021,11:18 AM,04/26/2021,1:00 PM,Maine: Kennebec County;,NPCC,0,0,
System Operations,2021,05/02/2021,7:58 PM,05/02/2021,8:22 PM,New Hampshire: Hillsborough County;,NPCC,0,0,
System Operations,2021,05/03/2021,11:21 AM,05/03/2021,11:53 AM,Oklahoma: Oklahoma County;,MRO,0,0,
Suspicious Activity,2021,05/03/2021,7:52 AM,05/03/2021,7:53 AM,South Carolina: Cherokee County;,SERC,0,0,
Severe Weather,2021,05/04/2021,3:45 PM,05/05/2021,10:00 AM,Arkansas:,SERC,Unknown,104027,
Severe Weather,2021,05/04/2021,6:06 PM,05/05/2021,5:48 PM,Mississippi: Alabama: Georgia:,SERC,175,24457,
Vandalism,2021,05/05/2021,11:50 AM,05/08/2021,11:50 AM,Michigan: Huron County;,RF,0,0,
System Operations,2021,05/06/2021,5:00 PM,05/06/2021,5:15 PM,Missouri: Jasper County;,SERC,0,0,
System Operations,2021,05/10/2021,2:28 AM,05/10/2021,3:21 AM,Pennsylvania:,RF,0,0,
System Operations,2021,05/10/2021,12:17 PM,05/10/2021,12:54 PM,"Indiana: Vanderburgh County, Warrick County, Posey County, Daviess County, Gibson County, Knox County, Spencer County;",RF,0,0,
Vandalism,2021,05/11/2021,11:01 PM,05/12/2021,8:29 AM,Texas: Kinney County;,TRE,0,0,
System Operations,2021,05/11/2021,9:32 AM,05/11/2021,10:38 AM,Wisconsin: Iowa:,MRO,0,0,
Vandalism,2021,05/14/2021,10:00 PM,05/17/2021,6:00 AM,Idaho:,WECC,0,0,
Suspicious Activity,2021,05/14/2021,8:30 AM,05/14/2021,4:00 PM,Pennsylvania: Montgomery County;,RF,0,0,
Severe Weather,2021,05/18/2021,11:25 PM,05/19/2021,8:30 PM,Texas: Harris County;,TRE,Unknown,125000,
Vandalism,2021,05/18/2021,12:15 PM,05/18/2021,8:18 PM,Delaware: New Castle County;,RF,0,0,
Transmission Interruption,2021,05/20/2021,10:06 AM,05/20/2021,1:45 PM,Florida: Brevard County;,SERC,0,35000,
Vandalism,2021,05/20/2021,7:25 AM,05/20/2021,7:26 AM,California: Imperial County;,WECC,0,0,
Vandalism,2021,05/24/2021,1:14 PM,05/24/2021,1:15 PM,Utah: San Juan County;,WECC,0,0,
System Operations,2021,05/25/2021,12:56 PM,05/25/2021,1:41 PM,Ohio:,RF,0,0,
Transmission Interruption,2021,05/27/2021,6:51 PM,05/28/2021,3:56 PM,California: Nevada:,WECC,0,0,
System Operations,2021,05/27/2021,12:05 AM,05/27/2021,12:45 AM,Oregon: Multnomah County;,WECC,0,0,
Transmission Interruption,2021,05/28/2021,9:24 PM,05/28/2021,9:25 PM,Florida: Duval County;,SERC,1850,10000,
Actual Physical Attack,2021,05/28/2021,8:00 PM,05/28/2021,9:29 PM,California: Riverside County;,WECC,0,655,
System Operations,2021,05/28/2021,10:13 PM,05/28/2021,11:34 PM,Minnesota: St. Louis County;,MRO,0,0,
Transmission Interruption,2021,06/06/2021,2:57 PM,06/06/2021,4:00 PM,Indiana: Clay County;,RF,Unknown,0,
Severe Weather/Transmission Interruption,2021,06/07/2021,10:27 PM,06/08/2021,12:33 AM,Minnesota: North Dakota:,MRO,23,1,
Generation Inadequacy,2021,06/07/2021,1:26 PM,06/07/2021,1:27 PM,"Texas: Somervell County, Ellis County;",TRE,1435,0,
System Operations,2021,06/07/2021,3:19 PM,06/07/2021,6:22 PM,New Mexico: San Juan County;,WECC,0,0,
Vandalism,2021,06/08/2021,3:00 PM,06/08/2021,3:01 PM,Texas: Liberty County;,TRE,0,0,
System Operations,2021,06/09/2021,7:09 PM,06/09/2021,8:50 PM,New Mexico: San Juan County;,WECC,0,0,
Transmission Interruption,2021,06/10/2021,10:28 PM,06/10/2021,11:07 PM,Kansas: Wyandotte County;,MRO,90,9800,
Severe Weather/Transmission Interruption,2021,06/11/2021,3:26 AM,06/11/2021,3:48 AM,South Dakota: Brown County;,MRO,0,0,
System Operations,2021,06/14/2021,12:55 PM,06/18/2021,7:00 PM,Texas:,TRE,Unknown,Unknown,
System Operations,2021,06/14/2021,12:15 PM,06/18/2021,7:00 PM,Texas:,TRE,Unknown,Unknown,
Suspicious Activity,2021,06/14/2021,2:10 AM,06/14/2021,2:11 AM,Utah: Salt Lake County;,WECC,0,0,
Cyber Event,2021,06/15/2021,11:55 AM,06/15/2021,9:17 PM,Texas:,TRE,Unknown,Unknown,
System Operations,2021,06/15/2021,11:30 AM,06/15/2021,1:35 PM,Kansas: Wyandotte County;,MRO,0,0,
Transmission Interruption,2021,06/16/2021,10:40 AM,06/16/2021,10:43 AM,Louisiana: West Baton Rouge Parish;,SERC,7,1841,
System Operations,2021,06/16/2021,4:10 AM,06/16/2021,6:39 AM,Maine:,NPCC,0,0,
Vandalism,2021,06/16/2021,10:25 AM,06/16/2021,3:16 PM,Florida: Alachua County;,SERC,0,0,
System Operations,2021,06/19/2021,6:54 PM,06/19/2021,9:01 PM,California: Alameda County;,WECC,93,51806,
Suspicious Activity,2021,06/21/2021,3:50 PM,06/21/2021,4:50 PM,Arkansas: Benton County;,SERC,0,0,
Severe Weather,2021,06/21/2021,5:14 AM,06/21/2021,7:00 PM,Michigan:,RF,Unknown,151852,
System Operations,2021,06/23/2021,3:47 PM,06/23/2021,4:44 PM,Missouri: Boone County;,SERC,0,0,
Transmission Interruption,2021,06/24/2021,3:34 AM,06/24/2021,5:07 AM,California: Plumas County;,WECC,36,7621,
Vandalism,2021,06/24/2021,7:07 AM,06/24/2021,1:48 PM,Washington: Kittitas County;,SERC,0,0,
Vandalism,2021,06/27/2021,8:10 PM,06/27/2021,9:30 PM,North Dakota: Morton County;,MRO,4,1003,
Vandalism,2021,06/27/2021,2:27 AM,06/27/2021,3:30 AM,New York: Jefferson County;,NPCC,Unknown,982,
Severe Weather,2021,06/28/2021,1:20 PM,Unknown,Unknown,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",WECC,44,Unknown,
Transmission Interruption,2021,06/28/2021,11:22 AM,Unknown,Unknown,North Carolina:,SERC,0,0,
Severe Weather,2021,06/29/2021,4:00 PM,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County;",RF,Unknown,53000,
Severe Weather,2021,06/30/2021,6:50 PM,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,NPCC,Unknown,53103,
Vandalism,2021,07/03/2021,11:08 PM,07/04/2021,2:16 AM,New Mexico: Bernalillo County;,WECC,45,34509,
Natural Disaster,2021,07/04/2021,3:33 PM,07/04/2021,8:32 PM,Washington: Chelan County;,WECC,0,0,
Transmission Interruption,2021,07/05/2021,5:32 AM,07/05/2021,8:58 AM,New York:,NPCC,0,0,
Transmission Interruption,2021,07/05/2021,2:04 PM,07/05/2021,2:41 PM,Ohio: Kentucky:,RF/SERC,0,0,
Severe Weather/Transmisison Interruption,2021,07/06/2021,7:41 PM,07/06/2021,9:50 PM,Ohio:,RF,Unknown,136827,
Transmission Interruption,2021,07/07/2021,12:02 AM,07/07/2021,12:20 AM,Florida: Polk County;,SERC,450,0,
Severe Weather,2021,07/07/2021,3:30 PM,Unknown,Unknown,"Michigan: Macomb County, Oakland County, Monroe County, Livingston County, St. Clair County, Washtenaw County, Wayne County;",RF,Unknown,90000,
Severe Weather/Transmisison Interruption,2021,07/08/2021,5:01 PM,07/08/2021,5:24 PM,New York:,NPCC,0,0,
Severe Weather/Transmisison Interruption,2021,07/08/2021,8:29 PM,07/08/2021,8:33 PM,North Dakota: Stark County;,MRO,88,0,
Fuel Supply Deficiency,2021,07/09/2021,5:44 PM,07/09/2021,9:05 PM,California:,WECC,810,Unknown,
Severe Weather,2021,07/09/2021,8:25 PM,07/10/2021,9:00 PM,California: Shasta County;,WECC,230,47000,
Severe Weather/Transmisison Interruption,2021,07/10/2021,12:30 AM,07/10/2021,5:00 AM,Nebraska: Missouri:,MRO/SERC,Unknown,211500,
Severe Weather,2021,07/10/2021,12:00 AM,07/11/2021,4:00 PM,Nebraska:,MRO,Unknown,188000,
Severe Weather,2021,07/10/2021,1:55 AM,07/10/2021,1:56 AM,Missouri:,SERC,Unknown,52000,
Transmission Interruption,2021,07/10/2021,6:00 PM,07/10/2021,9:00 PM,"Nevada: Clark County, Washoe County;",WECC,9000,1300000,
Severe Weather/Transmisison Interruption,2021,07/10/2021,12:30 AM,07/10/2021,5:00 AM,Missouri: Nebraska:,MRO/SERC,Unknown,212500,
Transmission Interruption,2021,07/11/2021,6:00 PM,07/11/2021,9:00 PM,"Nevada: Clark County, Washoe County;",WECC,9000,1300000,
Sabotage,2021,07/12/2021,3:51 PM,07/13/2021,5:00 PM,Colorado: Pueblo County;,WECC,0,0,
Severe Weather/Transmisison Interruption,2021,07/14/2021,2:15 PM,07/14/2021,2:16 PM,California: Plumas County;,WECC,35,11000,
Transmission Interruption,2021,07/18/2021,4:00 AM,07/18/2021,9:46 AM,Illinois: Cook County;,RF,0,0,
System Operations,2021,07/20/2021,4:21 PM,07/20/2021,5:00 PM,Ohio:,RF,0,0,
Severe Weather,2021,07/21/2021,2:45 PM,07/22/2021,12:00 PM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Unknown,81503,
System Operations,2021,07/22/2021,2:00 PM,07/22/2021,2:40 PM,California: Shasta County;,WECC,220,0,
System Operations,2021,07/23/2021,8:09 AM,07/23/2021,8:30 AM,Minnesota: Hennepin County;,MRO/RF,15,3500,
System Operations,2021,07/23/2021,8:20 AM,07/23/2021,10:45 AM,Virginia: West Virginia:,RF/SERC,0,0,
Severe Weather,2021,07/24/2021,8:30 PM,Unknown,Unknown,"Michigan: Wayne County, Oakland County, Livingston County, Macomb County;",RF,Unknown,225949,
Vandalism,2021,07/26/2021,7:54 AM,Unknown,Unknown,Nevada: Clark County;,WECC,0,0,
System Operations,2021,07/28/2021,12:54 PM,07/28/2021,3:42 PM,Maine:,NPCC,0,0,
Cyber Event,2021,07/30/2021,8:02 AM,07/30/2021,9:34 AM,Wisconsin:,MRO,0,0,
Vandalism,2021,08/01/2021,9:00 AM,08/04/2021,9:00 AM,Nevada: Clark County;,WECC,0,0,
Severe Weather,2021,08/01/2021,11:37 PM,08/02/2021,12:00 AM,"California: Humboldt County, Trinity County;",WECC,95,65888,
Severe Weather/Transmission Interruption,2021,08/02/2021,6:23 AM,08/02/2021,3:55 PM,Texas: Hays County;,TRE,43,19000,
Severe Weather/Transmission Interruption,2021,08/02/2021,12:18 AM,08/02/2021,10:47 AM,Texas: Hays County;,TRE,24,9400,
Suspicious Activity,2021,08/03/2021,7:05 AM,08/03/2021,7:32 AM,Texas: Cameron County;,TRE,0,0,
System Operations,2021,08/03/2021,4:35 AM,08/03/2021,5:28 AM,Oregon: Linn County;,WECC,4,Unknown,
Severe Weather,2021,08/10/2021,10:30 PM,08/13/2021,4:38 PM,"Michigan: Allegan County, Antrim County, Barry County, Benzie County, Branch County, Calhoun County, Clare County, Clinton County, Crawford County, Eaton County, Genesee County, Gladwin County, Grand Traverse County, Gratiot County, Hillsdale County, Ingham County, Ionia County, Isabella County, Jackson County, Kalamazoo County, Kalkaska County, Kent County, Lake County, Leelanau County, Manistee County, Mason County, Mecosta County, Midland County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Oakland County, Oceana County, Ogemaw County, Osceola County, Oscoda County, Otsego County, Ottawa County, Roscommon County, Saginaw County, Shiawassee County, St. Joseph County, Van Buren County, Wexford County;",RF,Unknown,372600,
Severe Weather,2021,08/10/2021,8:30 PM,08/11/2021,7:00 PM,Illinois:,RF/SERC,Unknown,318761,
Severe Weather,2021,08/10/2021,8:00 PM,Unknown,Unknown,"Wisconsin: Waukesha County, Milwaukee County, Kenosha County, Racine County, Washington County, Ozaukee County;",RF/SERC,Unknown,233000,
Severe Weather,2021,08/11/2021,3:35 PM,Unknown,Unknown,"Michigan: Huron County, Macomb County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Tuscola County, Wayne County, Washtenaw County, Livingston County;",RF,Unknown,700000,
Severe Weather,2021,08/11/2021,7:12 PM,08/11/2021,9:49 PM,Ohio:,RF,Unknown,92109,
Severe Weather,2021,08/12/2021,6:57 PM,08/13/2021,6:00 AM,Illinois: Missouri:,RF/SERC,Unknown,101000,
System Operations,2021,08/12/2021,10:03 PM,08/12/2021,10:44 PM,Massachusetts:,NPCC,0,0,
Actual Physical Attack,2021,08/15/2021,5:17 PM,08/16/2021,3:30 AM,California: Solano County;,WECC,0,0,
Vandalism,2021,08/16/2021,4:11 PM,08/16/2021,4:31 PM,Montana: Flathead County;,WECC,0,0,
Severe Weather,2021,08/17/2021,7:15 PM,08/18/2021,5:45 PM,"California: Butte County, Colusa County, Glenn County, Lake County, Lassen County, Mendocino County, Napa County, Plumas County, Shasta County, Sierra County, Solano County, Sonoma County, Tehama County, Trinity County, Yolo County;",WECC,234,71000,
Vandalism,2021,08/17/2021,2:00 PM,08/18/2021,2:00 PM,California: Kern County;,WECC,Unknown,0,
System Operations,2021,08/18/2021,11:40 AM,08/18/2021,12:13 PM,Texas:,TRE,0,0,
Vandalism,2021,08/20/2021,3:35 PM,08/20/2021,4:35 PM,California: Nevada County;,WECC,0,0,
Vandalism,2021,08/20/2021,2:00 AM,08/20/2021,3:00 AM,Oregon: Washington: Idaho: Utah: Salt Lake County; Wyoming:,WECC,0,0,
Severe Weather,2021,08/21/2021,10:14 AM,08/21/2021,10:52 AM,Idaho: Elmore County;,WECC,0,418,
Severe Weather,2021,08/22/2021,12:11 PM,08/23/2021,4:30 PM,Connecticut: Massachusetts: Maine: Rhode Island: Vermont:,NPCC,Unknown,28134,
Severe Weather,2021,08/24/2021,9:37 PM,Unknown,Unknown,"Michigan: Huron County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Wayne County, Washtenaw County;",RF,Unknown,65000,
Severe Weather,2021,08/24/2021,5:00 PM,08/26/2021,2:07 PM,"Michigan: Arenac County, Bay County, Clare County, Genesee County, Gladwin County, Gratiot County, Isabella County, Iosco County, Kalamazoo County, Kent County, Barry County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Mecosta County, Midland County, Saginaw County, Ottawa County, Van Buren County;",RF,Unknown,84987,
Suspicious Activity,2021,08/27/2021,6:16 AM,08/27/2021,10:14 AM,Arkansas: Pulaski County;,SERC,0,0,
Severe Weather,2021,08/29/2021,11:30 AM,Unknown,Unknown,Louisiana:,SERC,Unknown,Unknown,
Severe Weather,2021,08/29/2021,6:04 PM,08/31/2021,10:36 PM,Louisiana: St. Charles Parish;,SERC,Unknown,Unknown,
Severe Weather,2021,08/29/2021,6:00 PM,09/03/2021,1:41 PM,Louisiana:,SERC,Unknown,91315,
Severe Weather,2021,08/29/2021,10:39 PM,09/03/2021,8:38 AM,Louisiana:,SERC,Unknown,50000,
Transmission Interruption,2021,08/29/2021,8:25 PM,Unknown,Unknown,New York:,NPCC,796,0,
Transmission Interruption,2021,08/29/2021,9:32 AM,08/29/2021,9:32 PM,Louisiana: Pointe Coupee Parish;,SERC,Unknown,Unknown,
Severe Weather,2021,08/29/2021,5:53 PM,Unknown,Unknown,Louisiana:,SERC,Unknown,Unknown,
Actual Physical Attack,2021,08/30/2021,9:17 PM,09/01/2021,3:19 PM,Florida: Leon County;,SERC,0,0,
Vandalism,2021,09/01/2021,6:22 AM,09/01/2021,3:56 PM,California: Santa Clara County;,WECC,0,0,
Severe Weather,2021,09/01/2021,5:30 PM,09/02/2021,2:00 AM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Unknown,252740,
Suspicious Activity,2021,09/02/2021,2:07 PM,09/02/2021,2:10 PM,Texas: Williamson County;,TRE,0,0,
Severe Weather,2021,09/07/2021,5:30 PM,09/09/2021,9:00 AM,"Michigan: Osceola County, Kalamazoo County, Van Buren County, Saginaw County, Arenac County, Lake County, Clare County, Mecosta County;",RF,Unknown,80000,
Severe Weather,2021,09/07/2021,8:00 PM,09/09/2021,7:00 AM,Michigan: Wayne County;,RF,Unknown,60000,
Transmission Interruption,2021,09/08/2021,12:15 PM,09/08/2021,12:38 PM,North Dakota: Cass County;,MRO,37,1,
Vandalism,2021,09/09/2021,4:00 PM,09/09/2021,5:30 PM,California:,WECC,0,0,
System Operations,2021,09/09/2021,5:00 PM,09/09/2021,8:00 PM,"Nevada: Clark County, Washoe County;",WECC,8000,1300000,
Transmission Interruption,2021,09/10/2021,11:17 AM,09/10/2021,11:19 AM,North Dakota: McKenzie County;,MRO,6,1,
Vandalism,2021,09/10/2021,2:05 PM,Unknown,Unknown,Iowa: Polk County;,MRO,0,0,
Severe Weather,2021,09/10/2021,7:20 AM,09/10/2021,9:05 AM,California:,WECC,89,59649,
Severe Weather,2021,09/10/2021,1:55 AM,09/10/2021,2:04 AM,Florida: Citrus County;,SERC,75,Unknown,
Actual Physical Attack,2021,09/11/2021,8:32 AM,Unknown,Unknown,Texas: Austin County; California: Los Angeles County;,TRE/SERC,0,0,
Transmission Interruption,2021,09/13/2021,12:18 PM,09/13/2021,1:15 PM,Washington: Skagit County;,WECC,0,0,
Severe Weather,2021,09/13/2021,11:59 PM,Unknown,Unknown,Texas: Harris County;,TRE,Unknown,204280,
Transmission Interruption,2021,09/13/2021,1:10 PM,Unknown,Unknown,Texas: Midland County;,TRE,0,0,
Severe Weather,2021,09/13/2021,6:00 PM,09/14/2021,12:49 AM,Texas: Harris County;,TRE,Unknown,66589,
Severe Weather,2021,09/14/2021,12:35 AM,09/18/2021,7:20 PM,Texas: Harris County;,TRE,1905,705415,
Severe Weather,2021,09/14/2021,7:36 AM,09/15/2021,1:48 AM,Texas:,TRE,0,Unknown,
Severe Weather,2021,09/14/2021,7:52 AM,09/14/2021,10:44 PM,Texas:,TRE,0,Unknown,
System Operations,2021,09/15/2021,10:42 PM,09/16/2021,12:37 AM,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE/SERC/WECC,0,0,
Transmission Interruption,2021,09/16/2021,2:49 PM,09/16/2021,8:02 PM,Oklahoma:,MRO/SERC,100,4000,
Transmission Interruption,2021,09/16/2021,2:49 PM,09/16/2021,8:02 PM,Oklahoma:,MRO/SERC,100,4000,
Severe Weather/Transmission Interruption,2021,09/17/2021,11:00 PM,09/19/2021,12:00 PM,"Washington: Pierce County, Whatcom County, Skagit County, King County;",WECC,Unknown,87000,
Suspicious Activity,2021,09/17/2021,3:50 AM,09/18/2021,4:08 AM,Indiana:,RF,0,0,
Severe Weather,2021,09/17/2021,3:00 AM,09/18/2021,10:00 PM,Minnesota:,MRO,Unknown,82000,
Suspicious Activity,2021,09/18/2021,4:30 AM,09/18/2021,6:00 AM,Indiana: Hamilton County;,RF,0,0,
Severe Weather,2021,09/22/2021,5:17 PM,Unknown,Unknown,"Michigan: Lenawee County, Livingston County, Genesee County, Tuscola County, Huron County, Sanilac County, Lapeer County, St. Clair County, Macomb County, Oakland County, Washtenaw County, Wayne County, Monroe County;",RF,Unknown,136000,
Vandalism,2021,09/22/2021,9:36 AM,09/23/2021,11:45 AM,California: Los Angeles County;,WECC,1,0,
Transmission Interruption,2021,09/28/2021,1:44 PM,09/28/2021,1:56 PM,Kentucky: Henderson County;,SERC,20,5000,
System Operations,2021,09/29/2021,11:48 AM,09/29/2021,12:21 PM,Missouri: Jackson County;,MRO/SERC,150,0,
Suspicious Activity,2021,10/03/2021,10:40 AM,10/03/2021,11:54 AM,Texas: Cameron County;,TRE,0,0,
Vandalism,2021,10/04/2021,7:00 AM,10/04/2021,8:00 AM,Utah: Uintah County;,WECC,Unknown,0,
Vandalism,2021,10/05/2021,11:31 AM,10/05/2021,11:32 AM,California: Santa Clara County;,WECC,0,0,
Vandalism,2021,10/05/2021,11:31 AM,10/05/2021,11:32 AM,California: Santa Clara County;,WECC,0,0,
Vandalism,2021,10/07/2021,5:15 PM,10/09/2021,6:15 PM,Maryland: Baltimore County;,RF,0,0,
